url,name_status,bride_age,groom_age
http://www.nytimes.com/1985/12/22/style/debra-steinhardt-is-a-bride.html,unclear,,
http://www.nytimes.com/1985/10/20/style/lisa-pawel-is-married-to-eric-s-schlesinger.html,keeping,,
http://www.nytimes.com/1985/12/22/style/gretchen-frank-becomes-a-bride.html,taking,,
http://www.nytimes.com/1985/10/13/style/pamela-land-lynch-fashion-model-marries-mark-b-silverman-an-editor.html,keeping,,
http://www.nytimes.com/1985/12/08/style/ellen-deutsch-marries.html,unclear,,
http://www.nytimes.com/1985/12/22/style/dr-r-i-thomas-weds-dr-alexander.html,unclear,,
http://www.nytimes.com/1985/10/06/style/miss-whitman-becomes-bride-of-mark-swank.html,taking,,
http://www.nytimes.com/1985/11/10/style/jane-dorian-actress-wed-to-david-haspel.html,unclear,,
http://www.nytimes.com/1985/09/29/style/marjorie-beth-glazer-weds-s-h-edelstein.html,unclear,,
http://www.nytimes.com/1985/12/08/style/joyce-lindower-becomes-a-bride.html,taking,,
http://www.nytimes.com/1985/12/08/style/robyn-m-traca-is-the-bride-of-scott-m-berman.html,taking,,
http://www.nytimes.com/1985/09/29/style/katheryn-jeffery-becomes-a-bride.html,keeping,,
http://www.nytimes.com/1985/12/08/style/shari-friedman-is-wed.html,unclear,,
http://www.nytimes.com/1985/12/01/style/alisa-alpert-a-lawyer-weds-dr-k-s-kaplan.html,unclear,,
http://www.nytimes.com/1985/10/06/style/laurie-stauhs-is-wed.html,unclear,,
http://www.nytimes.com/1985/12/08/style/helenbeth-reiss-wed-to-john-m-reynolds.html,taking,,
http://www.nytimes.com/1985/12/01/style/amy-martin-is-a-bride.html,unclear,,
http://www.nytimes.com/1985/10/06/style/marc-p-goodrich-is-wed-to-kathryn-anne-mariani.html,unclear,,
http://www.nytimes.com/1985/12/23/style/rabbi-p-e-schechter-is-wed-to-rabbi-rolle.html,keeping,,
http://www.nytimes.com/1985/12/22/style/ann-pendelton-dillon-wed-to-mark-skarbek.html,taking,,
http://www.nytimes.com/1985/12/10/style/simone-desmarais-brewer-weds-c-e-walsh-3d.html,taking,,
http://www.nytimes.com/1985/10/06/style/stephen-howard-wed-to-elizabeth-m-hinz.html,unclear,,
http://www.nytimes.com/1985/10/06/style/ann-herkness-marries-anthony-villa.html,taking,,
http://www.nytimes.com/1985/11/03/style/h-douglass-moulton-weds-isobel-l-beers.html,unclear,,
http://www.nytimes.com/1985/10/13/style/miss-savage-wed-to-kevin-lichten.html,keeping,,
http://www.nytimes.com/1985/11/03/style/susan-janet-boehm-weds-mark-patrick-reynolds.html,taking,,
http://www.nytimes.com/1985/12/15/style/simone-praver-is-a-bride.html,unclear,,
http://www.nytimes.com/1985/09/29/style/diane-healey-marries-james-linen-4th.html,taking,,
http://www.nytimes.com/1985/12/01/style/miss-lynam-marries-michael-mceneaney.html,taking,,
http://www.nytimes.com/1985/10/06/style/elizabeth-boatwright-weds-rj-crowley-jr.html,taking,,
http://www.nytimes.com/1985/10/06/style/jane-sheahan-is-wed.html,unclear,,
http://www.nytimes.com/1985/12/08/style/eric-rayman-is-wed-to-susan-e-horton.html,keeping,,
http://www.nytimes.com/1985/10/07/style/nancy-feins-wed-to-dr-d-s-adler.html,unclear,,
http://www.nytimes.com/1985/10/13/style/mary-reynolds-is-wed-to-dr-richard-l-page.html,unclear,,
http://www.nytimes.com/1985/12/01/style/s-s-birnkrant-marries-frann-tillman.html,unclear,,
http://www.nytimes.com/1985/10/20/style/sarah-l-kinder-becomes-a-bride.html,taking,,
http://www.nytimes.com/1985/11/25/style/beth-stewart-married.html,taking,,
http://www.nytimes.com/1985/11/10/style/tenley-cronin-weds-john-moeser-quirk-jr.html,taking,,
http://www.nytimes.com/1985/11/03/style/jennifer-a-duke-becomes-the-bride-of-alexander-w-rutherfurd-broker.html,taking,,
http://www.nytimes.com/1985/10/20/style/a-banker-is-wed-to-miss-bostwick.html,taking,,
http://www.nytimes.com/1985/10/27/style/paula-quinn-is-bride-of-george-scanlon-jr.html,taking,,
http://www.nytimes.com/1985/12/22/style/miss-gilbert-has-wedding.html,keeping,,
http://www.nytimes.com/1985/12/29/style/debra-ann-gfeller-weds-m-s-giaimo.html,keeping,,
http://www.nytimes.com/1985/10/13/style/dr-siderides-wed-to-a-pediatrician.html,unclear,,
http://www.nytimes.com/1985/09/29/style/robert-g-babson-and-miss-white-exchange-vows.html,keeping,,
http://www.nytimes.com/1985/10/13/style/jane-e-richards-married.html,unclear,,
http://www.nytimes.com/1985/12/22/style/pamela-ann-wood-wed.html,unclear,,
http://www.nytimes.com/1985/10/13/style/in-richmond-miss-breslin-is-married-to-robert-heine.html,taking,,
http://www.nytimes.com/1985/10/06/style/miss-oresman-banker-is-wed.html,taking,,
http://www.nytimes.com/1985/10/13/style/anne-fitzpatrick-becomes-a-bride.html,unclear,,
http://www.nytimes.com/1985/12/23/style/janet-e-lewis-wed-to-sidney-leon-getz.html,taking,,
http://www.nytimes.com/1985/12/23/style/neal-a-brooks-exchanges-vows-with-felice-medwin.html,taking,,
http://www.nytimes.com/1985/12/29/style/a-steven-leondis-marries-lynn-palone-law-student.html,taking,,
http://www.nytimes.com/1985/10/28/style/theresa-elmore-wed-to-john-t-behrendt.html,taking,,
http://www.nytimes.com/1985/10/13/style/fernando-a-lacayo-jr-married-to-miss-muller.html,taking,,
http://www.nytimes.com/1985/11/25/style/sheryl-r-miller-wed-on-li-to-a-physician.html,keeping,,
http://www.nytimes.com/1985/12/29/style/juliet-e-faber-bride-of-christopher-moore.html,unclear,,
http://www.nytimes.com/1985/10/27/style/miss-mcmahon-a-lawyer-weds.html,keeping,,
http://www.nytimes.com/1985/12/01/style/t-g-reitz-weds-caroline-laccetti.html,taking,,
http://www.nytimes.com/1985/12/29/style/kim-f-albertson-becomes-bride-of-david-m-k-ruth.html,unclear,,
http://www.nytimes.com/1985/12/29/style/ellen-koloski-marries-russell-edward-boyle.html,taking,,
http://www.nytimes.com/1985/12/29/style/victoria-taylor-is-wed-to-ernest-griffin-allen.html,taking,,
http://www.nytimes.com/1985/12/30/style/susan-d-alter-is-married-to-a-rabbi.html,taking,,
http://www.nytimes.com/1985/10/27/style/susan-robertson-psychologist-weds.html,keeping,,
http://www.nytimes.com/1985/12/08/style/miss-halsey-has-wedding.html,keeping,,
